latitude,longitude,heat_capacity_J_per_K
-57.0,-159.0,5.92732636e+16
-57.0,-153.0,5.92732636e+16
-57.0,-147.0,5.92732636e+16
-57.0,-141.0,5.92732636e+16
-57.0,-135.0,5.92732636e+16
-57.0,-129.0,5.92732636e+16
-57.0,-123.0,5.92732636e+16
-57.0,-117.0,5.92732636e+16
-57.0,-111.0,5.92732636e+16
-57.0,-105.0,5.92732636e+16
-57.0,-99.0,5.92732636e+16
-57.0,-93.0,5.92732636e+16
-57.0,-87.0,5.92732636e+16
-57.0,-81.0,5.92732636e+16
-57.0,-75.0,5.905362385840001e+16
-57.0,-69.0,5.374566343640001e+16
-57.0,-63.0,5.89804106112e+16
-57.0,-57.0,5.92732636e+16
-57.0,-51.0,5.92732636e+16
-57.0,-45.0,5.92732636e+16
-57.0,-39.0,5.87973774932e+16
-57.0,-33.0,5.923665697640001e+16
-57.0,-27.0,5.923665697640001e+16
-57.0,-21.0,5.92732636e+16
-57.0,-15.0,5.92732636e+16
-57.0,-9.0,5.92732636e+16
-57.0,-3.0,5.92732636e+16
-57.0,3.0,5.92732636e+16
-57.0,9.0,5.92732636e+16
-57.0,15.0,5.92732636e+16
-57.0,21.0,5.92732636e+16
-57.0,27.0,5.92732636e+16
-57.0,33.0,5.92732636e+16
-57.0,39.0,5.92732636e+16
-57.0,45.0,5.92732636e+16
-57.0,51.0,5.92732636e+16
-57.0,57.0,5.92732636e+16
-57.0,63.0,5.92732636e+16
-57.0,69.0,5.92732636e+16
-57.0,75.0,5.92732636e+16
-57.0,81.0,5.92732636e+16
-57.0,87.0,5.92732636e+16
-57.0,93.0,5.92732636e+16
-57.0,99.0,5.92732636e+16
-57.0,105.0,5.92732636e+16
-57.0,111.0,5.92732636e+16
-57.0,117.0,5.92732636e+16
-57.0,123.0,5.92732636e+16
-57.0,129.0,5.92732636e+16
-57.0,135.0,5.92732636e+16
-57.0,141.0,5.92732636e+16
-57.0,147.0,5.92732636e+16
-57.0,153.0,5.92732636e+16
-57.0,159.0,5.923665697640001e+16
-57.0,165.0,5.92732636e+16
-57.0,171.0,5.92732636e+16
-57.0,177.0,5.92732636e+16
-51.0,-177.0,5.92732636e+16
-51.0,-171.0,5.92732636e+16
-51.0,-165.0,5.92732636e+16
-51.0,-159.0,5.92732636e+16
-51.0,-153.0,5.92732636e+16
-51.0,-147.0,5.92732636e+16
-51.0,-141.0,5.92732636e+16
-51.0,-135.0,5.92732636e+16
-51.0,-129.0,5.92732636e+16
-51.0,-123.0,5.92732636e+16
-51.0,-117.0,5.92732636e+16
-51.0,-111.0,5.92732636e+16
-51.0,-105.0,5.92732636e+16
-51.0,-99.0,5.92732636e+16
-51.0,-93.0,5.92732636e+16
-51.0,-87.0,5.92732636e+16
-51.0,-81.0,5.92732636e+16
-51.0,-75.0,4.54725665028e+16
-51.0,-69.0,3.76021424288e+16
-51.0,-63.0,5.887059074040001e+16
-51.0,-57.0,5.81018516448e+16
-51.0,-51.0,5.92732636e+16
-51.0,-45.0,5.92732636e+16
-51.0,-39.0,5.92732636e+16
-51.0,-33.0,5.92732636e+16
-51.0,-27.0,5.92732636e+16
-51.0,-21.0,5.92732636e+16
-51.0,-15.0,5.92732636e+16
-51.0,-9.0,5.92732636e+16
-51.0,-3.0,5.92732636e+16
-51.0,3.0,5.92732636e+16
-51.0,9.0,5.92732636e+16
-51.0,15.0,5.92732636e+16
-51.0,21.0,5.92732636e+16
-51.0,27.0,5.92732636e+16
-51.0,33.0,5.92732636e+16
-51.0,39.0,5.92732636e+16
-51.0,45.0,5.92732636e+16
-51.0,51.0,5.92732636e+16
-51.0,57.0,5.92732636e+16
-51.0,63.0,5.92732636e+16
-51.0,69.0,5.835809801e+16
-51.0,75.0,5.92000503528e+16
-51.0,81.0,5.92732636e+16
-51.0,87.0,5.92732636e+16
-51.0,93.0,5.92732636e+16
-51.0,99.0,5.92732636e+16
-51.0,105.0,5.92732636e+16
-51.0,111.0,5.92732636e+16
-51.0,117.0,5.92732636e+16
-51.0,123.0,5.92732636e+16
-51.0,129.0,5.92732636e+16
-51.0,135.0,5.92732636e+16
-51.0,141.0,5.92732636e+16
-51.0,147.0,5.92732636e+16
-51.0,153.0,5.92732636e+16
-51.0,159.0,5.92732636e+16
-51.0,165.0,5.92000503528e+16
-51.0,171.0,5.92732636e+16
-51.0,177.0,5.92732636e+16
-45.0,-177.0,5.91634437292e+16
-45.0,-171.0,5.92732636e+16
-45.0,-165.0,5.92732636e+16
-45.0,-159.0,5.92732636e+16
-45.0,-153.0,5.92732636e+16
-45.0,-147.0,5.92732636e+16
-45.0,-141.0,5.92732636e+16
-45.0,-135.0,5.92732636e+16
-45.0,-129.0,5.92732636e+16
-45.0,-123.0,5.92732636e+16
-45.0,-117.0,5.92732636e+16
-45.0,-111.0,5.92732636e+16
-45.0,-105.0,5.92732636e+16
-45.0,-99.0,5.92732636e+16
-45.0,-93.0,5.92732636e+16
-45.0,-87.0,5.92732636e+16
-45.0,-81.0,5.92732636e+16
-45.0,-75.0,4.74493241772e+16
-45.0,-69.0,2.55219566408e+16
-45.0,-63.0,5.5795634358e+16
-45.0,-57.0,5.92732636e+16
-45.0,-51.0,5.92732636e+16
-45.0,-45.0,5.92732636e+16
-45.0,-39.0,5.92732636e+16
-45.0,-33.0,5.92732636e+16
-45.0,-27.0,5.92732636e+16
-45.0,-21.0,5.92732636e+16
-45.0,-15.0,5.92732636e+16
-45.0,-9.0,5.92732636e+16
-45.0,-3.0,5.92732636e+16
-45.0,3.0,5.92732636e+16
-45.0,9.0,5.92732636e+16
-45.0,15.0,5.92732636e+16
-45.0,21.0,5.92732636e+16
-45.0,27.0,5.92732636e+16
-45.0,33.0,5.92732636e+16
-45.0,39.0,5.923665697640001e+16
-45.0,45.0,5.92732636e+16
-45.0,51.0,5.923665697640001e+16
-45.0,57.0,5.92732636e+16
-45.0,63.0,5.92732636e+16
-45.0,69.0,5.92732636e+16
-45.0,75.0,5.92732636e+16
-45.0,81.0,5.92732636e+16
-45.0,87.0,5.92732636e+16
-45.0,93.0,5.92732636e+16
-45.0,99.0,5.92732636e+16
-45.0,105.0,5.92732636e+16
-45.0,111.0,5.92732636e+16
-45.0,117.0,5.92732636e+16
-45.0,123.0,5.92732636e+16
-45.0,129.0,5.92732636e+16
-45.0,135.0,5.92732636e+16
-45.0,141.0,5.92732636e+16
-45.0,147.0,5.583224098159999e+16
-45.0,153.0,5.92732636e+16
-45.0,159.0,5.92732636e+16
-45.0,165.0,5.73331125492e+16
-45.0,171.0,4.649755196359999e+16
-45.0,177.0,5.92732636e+16
-39.0,-177.0,5.92732636e+16
-39.0,-171.0,5.92732636e+16
-39.0,-165.0,5.92732636e+16
-39.0,-159.0,5.92732636e+16
-39.0,-153.0,5.92732636e+16
-39.0,-147.0,5.92732636e+16
-39.0,-141.0,5.92732636e+16
-39.0,-135.0,5.92732636e+16
-39.0,-129.0,5.92732636e+16
-39.0,-123.0,5.92732636e+16
-39.0,-117.0,5.92732636e+16
-39.0,-111.0,5.92732636e+16
-39.0,-105.0,5.92732636e+16
-39.0,-99.0,5.92732636e+16
-39.0,-93.0,5.92732636e+16
-39.0,-87.0,5.92732636e+16
-39.0,-81.0,5.92732636e+16
-39.0,-75.0,5.0853740172e+16
-39.0,-69.0,2.27764598708e+16
-39.0,-63.0,3.2404001877600004e+16
-39.0,-57.0,5.17322991384e+16
-39.0,-51.0,5.92732636e+16
-39.0,-45.0,5.92732636e+16
-39.0,-39.0,5.92732636e+16
-39.0,-33.0,5.92732636e+16
-39.0,-27.0,5.92732636e+16
-39.0,-21.0,5.92732636e+16
-39.0,-15.0,5.92732636e+16
-39.0,-9.0,5.92732636e+16
-39.0,-3.0,5.92732636e+16
-39.0,3.0,5.92732636e+16
-39.0,9.0,5.92732636e+16
-39.0,15.0,5.92732636e+16
-39.0,21.0,5.92732636e+16
-39.0,27.0,5.92732636e+16
-39.0,33.0,5.92732636e+16
-39.0,39.0,5.92732636e+16
-39.0,45.0,5.92732636e+16
-39.0,51.0,5.92732636e+16
-39.0,57.0,5.92732636e+16
-39.0,63.0,5.92732636e+16
-39.0,69.0,5.92732636e+16
-39.0,75.0,5.92732636e+16
-39.0,81.0,5.92732636e+16
-39.0,87.0,5.92732636e+16
-39.0,93.0,5.92732636e+16
-39.0,99.0,5.92732636e+16
-39.0,105.0,5.92732636e+16
-39.0,111.0,5.92732636e+16
-39.0,117.0,5.92732636e+16
-39.0,123.0,5.92732636e+16
-39.0,129.0,5.92732636e+16
-39.0,135.0,5.923665697640001e+16
-39.0,141.0,4.94260818516e+16
-39.0,147.0,4.19217240136e+16
-39.0,153.0,5.92000503528e+16
-39.0,159.0,5.92732636e+16
-39.0,165.0,5.92732636e+16
-39.0,171.0,5.6893833066e+16
-39.0,177.0,4.836448976720001e+16
-33.0,-177.0,5.92732636e+16
-33.0,-171.0,5.92732636e+16
-33.0,-165.0,5.92732636e+16
-33.0,-159.0,5.92732636e+16
-33.0,-153.0,5.92732636e+16
-33.0,-147.0,5.92732636e+16
-33.0,-141.0,5.92732636e+16
-33.0,-135.0,5.92732636e+16
-33.0,-129.0,5.92732636e+16
-33.0,-123.0,5.92732636e+16
-33.0,-117.0,5.92732636e+16
-33.0,-111.0,5.92732636e+16
-33.0,-105.0,5.92732636e+16
-33.0,-99.0,5.92732636e+16
-33.0,-93.0,5.92732636e+16
-33.0,-87.0,5.92732636e+16
-33.0,-81.0,5.92732636e+16
-33.0,-75.0,5.8724164246e+16
-33.0,-69.0,2.4350544685600004e+16
-33.0,-63.0,2.29960996124e+16
-33.0,-57.0,2.76817474332e+16
-33.0,-51.0,5.132962627879999e+16
-33.0,-45.0,5.92732636e+16
-33.0,-39.0,5.92732636e+16
-33.0,-33.0,5.92732636e+16
-33.0,-27.0,5.92732636e+16
-33.0,-21.0,5.92732636e+16
-33.0,-15.0,5.92732636e+16
-33.0,-9.0,5.92732636e+16
-33.0,-3.0,5.92732636e+16
-33.0,3.0,5.92732636e+16
-33.0,9.0,5.92732636e+16
-33.0,15.0,5.8541131128e+16
-33.0,21.0,3.36852337036e+16
-33.0,27.0,3.96155067268e+16
-33.0,33.0,5.85777377516e+16
-33.0,39.0,5.92732636e+16
-33.0,45.0,5.92732636e+16
-33.0,51.0,5.92732636e+16
-33.0,57.0,5.92732636e+16
-33.0,63.0,5.92732636e+16
-33.0,69.0,5.92732636e+16
-33.0,75.0,5.92732636e+16
-33.0,81.0,5.92732636e+16
-33.0,87.0,5.92732636e+16
-33.0,93.0,5.92732636e+16
-33.0,99.0,5.92732636e+16
-33.0,105.0,5.92732636e+16
-33.0,111.0,5.92732636e+16
-33.0,117.0,3.71628629456e+16
-33.0,123.0,3.77851755468e+16
-33.0,129.0,4.77787837896e+16
-33.0,135.0,3.8590521266e+16
-33.0,141.0,2.37282320844e+16
-33.0,147.0,2.2703246623600004e+16
-33.0,153.0,4.79984235312e+16
-33.0,159.0,5.92732636e+16
-33.0,165.0,5.92732636e+16
-33.0,171.0,5.8541131128e+16
-33.0,177.0,5.8907197364e+16
-27.0,-177.0,5.92732636e+16
-27.0,-171.0,5.92732636e+16
-27.0,-165.0,5.92732636e+16
-27.0,-159.0,5.92732636e+16
-27.0,-153.0,5.92732636e+16
-27.0,-147.0,5.92732636e+16
-27.0,-141.0,5.92732636e+16
-27.0,-135.0,5.92732636e+16
-27.0,-129.0,5.92732636e+16
-27.0,-123.0,5.92732636e+16
-27.0,-117.0,5.92732636e+16
-27.0,-111.0,5.92732636e+16
-27.0,-105.0,5.92732636e+16
-27.0,-99.0,5.92732636e+16
-27.0,-93.0,5.92732636e+16
-27.0,-87.0,5.92732636e+16
-27.0,-81.0,5.92732636e+16
-27.0,-75.0,5.92732636e+16
-27.0,-69.0,2.9438865366e+16
-27.0,-63.0,2.266664e+16
-27.0,-57.0,2.31059194832e+16
-27.0,-51.0,2.69130083376e+16
-27.0,-45.0,5.83947046336e+16
-27.0,-39.0,5.92732636e+16
-27.0,-33.0,5.92732636e+16
-27.0,-27.0,5.92732636e+16
-27.0,-21.0,5.92732636e+16
-27.0,-15.0,5.92732636e+16
-27.0,-9.0,5.92732636e+16
-27.0,-3.0,5.92732636e+16
-27.0,3.0,5.92732636e+16
-27.0,9.0,5.92732636e+16
-27.0,15.0,4.43011545476e+16
-27.0,21.0,2.266664e+16
-27.0,27.0,2.28130664944e+16
-27.0,33.0,4.16288710248e+16
-27.0,39.0,5.92732636e+16
-27.0,45.0,5.47706488972e+16
-27.0,51.0,5.92732636e+16
-27.0,57.0,5.92732636e+16
-27.0,63.0,5.92732636e+16
-27.0,69.0,5.92732636e+16
-27.0,75.0,5.92732636e+16
-27.0,81.0,5.92732636e+16
-27.0,87.0,5.92732636e+16
-27.0,93.0,5.92732636e+16
-27.0,99.0,5.92732636e+16
-27.0,105.0,5.92732636e+16
-27.0,111.0,5.82116715156e+16
-27.0,117.0,2.4350544685600004e+16
-27.0,123.0,2.266664e+16
-27.0,129.0,2.266664e+16
-27.0,135.0,2.266664e+16
-27.0,141.0,2.266664e+16
-27.0,147.0,2.266664e+16
-27.0,153.0,4.04940656932e+16
-27.0,159.0,5.92732636e+16
-27.0,165.0,5.92732636e+16
-27.0,171.0,5.92732636e+16
-27.0,177.0,5.92732636e+16
-21.0,-177.0,5.92000503528e+16
-21.0,-171.0,5.923665697640001e+16
-21.0,-165.0,5.92732636e+16
-21.0,-159.0,5.92732636e+16
-21.0,-153.0,5.92732636e+16
-21.0,-147.0,5.92732636e+16
-21.0,-141.0,5.92732636e+16
-21.0,-135.0,5.92732636e+16
-21.0,-129.0,5.92732636e+16
-21.0,-123.0,5.92732636e+16
-21.0,-117.0,5.92732636e+16
-21.0,-111.0,5.92732636e+16
-21.0,-105.0,5.92732636e+16
-21.0,-99.0,5.92732636e+16
-21.0,-93.0,5.92732636e+16
-21.0,-87.0,5.92732636e+16
-21.0,-81.0,5.92732636e+16
-21.0,-75.0,5.92732636e+16
-21.0,-69.0,3.33557740912e+16
-21.0,-63.0,2.266664e+16
-21.0,-57.0,2.266664e+16
-21.0,-51.0,2.27398532472e+16
-21.0,-45.0,2.62174824892e+16
-21.0,-39.0,5.17322991384e+16
-21.0,-33.0,5.92732636e+16
-21.0,-27.0,5.92732636e+16
-21.0,-21.0,5.92732636e+16
-21.0,-15.0,5.92732636e+16
-21.0,-9.0,5.92732636e+16
-21.0,-3.0,5.92732636e+16
-21.0,3.0,5.92732636e+16
-21.0,9.0,5.923665697640001e+16
-21.0,15.0,3.18182959e+16
-21.0,21.0,2.266664e+16
-21.0,27.0,2.266664e+16
-21.0,33.0,2.64005156072e+16
-21.0,39.0,5.868755762240001e+16
-21.0,45.0,3.45271860464e+16
-21.0,51.0,5.60518807232e+16
-21.0,57.0,5.887059074040001e+16
-21.0,63.0,5.92732636e+16
-21.0,69.0,5.92732636e+16
-21.0,75.0,5.92732636e+16
-21.0,81.0,5.92732636e+16
-21.0,87.0,5.92732636e+16
-21.0,93.0,5.92732636e+16
-21.0,99.0,5.92732636e+16
-21.0,105.0,5.92732636e+16
-21.0,111.0,5.87607708696e+16
-21.0,117.0,4.0237819328e+16
-21.0,123.0,2.57049897588e+16
-21.0,129.0,2.266664e+16
-21.0,135.0,2.266664e+16
-21.0,141.0,2.266664e+16
-21.0,147.0,3.13058031696e+16
-21.0,153.0,5.77357854088e+16
-21.0,159.0,5.92732636e+16
-21.0,165.0,5.7625965538e+16
-21.0,171.0,5.9090230482e+16
-21.0,177.0,5.89438039876e+16
-15.0,-177.0,5.92000503528e+16
-15.0,-171.0,5.90170172348e+16
-15.0,-165.0,5.92732636e+16
-15.0,-159.0,5.92732636e+16
-15.0,-153.0,5.923665697640001e+16
-15.0,-147.0,5.91634437292e+16
-15.0,-141.0,5.92732636e+16
-15.0,-135.0,5.92732636e+16
-15.0,-129.0,5.92732636e+16
-15.0,-123.0,5.92732636e+16
-15.0,-117.0,5.92732636e+16
-15.0,-111.0,5.92732636e+16
-15.0,-105.0,5.92732636e+16
-15.0,-99.0,5.92732636e+16
-15.0,-93.0,5.92732636e+16
-15.0,-87.0,5.92732636e+16
-15.0,-81.0,5.92732636e+16
-15.0,-75.0,4.21047571316e+16
-15.0,-69.0,2.40210850732e+16
-15.0,-63.0,2.27398532472e+16
-15.0,-57.0,2.266664e+16
-15.0,-51.0,2.266664e+16
-15.0,-45.0,2.266664e+16
-15.0,-39.0,4.005478621e+16
-15.0,-33.0,5.92732636e+16
-15.0,-27.0,5.92732636e+16
