Latitude,Longitude,Power_W_m2
-87.0,-177.0,545.5532615360283
-87.0,-171.0,538.7767484005288
-87.0,-165.0,531.9251679154495
-87.0,-159.0,525.07358743037
-87.0,-153.0,518.2970742948704
-87.0,-147.0,511.66987340494
-87.0,-141.0,505.2645937603595
-87.0,-135.0,499.15141294530594
-87.0,-129.0,493.39730824805446
-87.0,-123.0,488.06532284379193
-87.0,-117.0,483.21387508039714
-87.0,-111.0,478.8961184347965
-87.0,-105.0,475.1593591523479
-87.0,-99.0,472.04453794971704
-87.0,-93.0,469.5857814598182
-87.0,-87.0,467.81002833328245
-87.0,-81.0,466.7367340929645
-87.0,-75.0,466.37765797516244
-87.0,-69.0,466.7367340929645
-87.0,-63.0,467.81002833328245
-87.0,-57.0,469.5857814598182
-87.0,-51.0,472.04453794971704
-87.0,-45.0,475.1593591523479
-87.0,-39.0,478.8961184347965
-87.0,-33.0,483.21387508039714
-87.0,-27.0,488.06532284379193
-87.0,-21.0,493.3973082480545
-87.0,-15.0,499.151412945306
-87.0,-9.0,505.2645937603595
-87.0,-3.0,511.66987340494
-87.0,3.0,518.2970742948705
-87.0,9.0,525.07358743037
-87.0,15.0,531.9251679154495
-87.0,21.0,538.7767484005288
-87.0,27.0,545.5532615360283
-87.0,33.0,552.1804624259589
-87.0,39.0,558.5857420705395
-87.0,45.0,564.698922885593
-87.0,51.0,570.4530275828445
-87.0,57.0,575.785012987107
-87.0,63.0,580.6364607505018
-87.0,69.0,584.9542173961024
-87.0,75.0,588.690976678551
-87.0,81.0,591.8057978811819
-87.0,87.0,594.2645543710807
-87.0,93.0,596.0403074976165
-87.0,99.0,597.1136017379343
-87.0,105.0,597.4726778557365
-87.0,111.0,597.1136017379343
-87.0,117.0,596.0403074976165
-87.0,123.0,594.2645543710807
-87.0,129.0,591.8057978811819
-87.0,135.0,588.690976678551
-87.0,141.0,584.9542173961024
-87.0,147.0,580.6364607505018
-87.0,153.0,575.785012987107
-87.0,159.0,570.4530275828445
-87.0,165.0,564.698922885593
-87.0,171.0,558.5857420705395
-87.0,177.0,552.1804624259589
-81.0,-177.0,566.8322530794381
-81.0,-171.0,546.5769585689286
-81.0,-165.0,526.0972844632703
-81.0,-159.0,505.6176103576119
-81.0,-153.0,485.36231584710237
-81.0,-147.0,465.553322177092
-81.0,-141.0,446.40766082752754
-81.0,-135.0,428.135095670642
-81.0,-129.0,410.9358247540745
-81.0,-123.0,394.9982868891657
-81.0,-117.0,380.4970970759078
-81.0,-111.0,367.5911333844637
-81.0,-105.0,356.4217962537837
-81.0,-99.0,347.11145927880546
-81.0,-93.0,339.7621284597399
-81.0,-87.0,334.45432460298747
-81.0,-81.0,331.2462011183318
-81.0,-75.0,330.1729068780138
-81.0,-69.0,331.2462011183318
-81.0,-63.0,334.4543246029874
-81.0,-57.0,339.76212845974
-81.0,-51.0,347.11145927880546
-81.0,-45.0,356.4217962537837
-81.0,-39.0,367.5911333844637
-81.0,-33.0,380.4970970759078
-81.0,-27.0,394.9982868891657
-81.0,-21.0,410.9358247540746
-81.0,-15.0,428.1350956706421
-81.0,-9.0,446.40766082752754
-81.0,-3.0,465.55332217709207
-81.0,3.0,485.36231584710254
-81.0,9.0,505.6176103576119
-81.0,15.0,526.0972844632703
-81.0,21.0,546.5769585689286
-81.0,27.0,566.8322530794381
-81.0,33.0,586.6412467494486
-81.0,39.0,605.7869080990131
-81.0,45.0,624.0594732558985
-81.0,51.0,641.2587441724661
-81.0,57.0,657.1962820373749
-81.0,63.0,671.6974718506328
-81.0,69.0,684.6034355420769
-81.0,75.0,695.7727726727569
-81.0,81.0,705.0831096477351
-81.0,87.0,712.4324404668007
-81.0,93.0,717.7402443235532
-81.0,99.0,720.9483678082089
-81.0,105.0,722.0216620485268
-81.0,111.0,720.9483678082089
-81.0,117.0,717.7402443235532
-81.0,123.0,712.4324404668007
-81.0,129.0,705.0831096477351
-81.0,135.0,695.7727726727569
-81.0,141.0,684.6034355420769
-81.0,147.0,671.6974718506328
-81.0,153.0,657.1962820373749
-81.0,159.0,641.2587441724661
-81.0,165.0,624.0594732558985
-81.0,171.0,605.7869080990131
-81.0,177.0,586.6412467494486
-75.0,-177.0,581.9009118408346
-75.0,-171.0,548.388757200665
-75.0,-165.0,514.5053690695769
-75.0,-159.0,480.6219809384886
-75.0,-153.0,447.1098262983191
-75.0,-147.0,414.33607132817576
-75.0,-141.0,382.6597921458604
-75.0,-135.0,352.42804069478177
-75.0,-129.0,323.9720423702391
-75.0,-123.0,297.6035670446762
-75.0,-117.0,273.6115132517182
-75.0,-111.0,252.2587429533808
-75.0,-105.0,233.7792015694071
-75.0,-99.0,218.37535482229248
-75.0,-93.0,206.2159704804605
-75.0,-87.0,197.43426930327513
-75.0,-81.0,192.1264654465226
-75.0,-75.0,190.35071231998688
-75.0,-69.0,192.1264654465226
-75.0,-63.0,197.43426930327507
-75.0,-57.0,206.21597048046053
-75.0,-51.0,218.3753548222925
-75.0,-45.0,233.77920156940706
-75.0,-39.0,252.25874295338085
-75.0,-33.0,273.61151325171824
-75.0,-27.0,297.6035670446762
-75.0,-21.0,323.97204237023914
-75.0,-15.0,352.428040694782
-75.0,-9.0,382.65979214586037
-75.0,-3.0,414.3360713281759
-75.0,3.0,447.10982629831926
-75.0,9.0,480.62198093848855
-75.0,15.0,514.5053690695769
-75.0,21.0,548.3887572006653
-75.0,27.0,581.9009118408346
-75.0,33.0,614.674666810978
-75.0,39.0,646.3509459932935
-75.0,45.0,676.582697444372
-75.0,51.0,705.0386957689149
-75.0,57.0,731.4071710944777
-75.0,63.0,755.3992248874356
