Latitude,Longitude,Power_W_m2
-87.0,-177.0,278.74444387586766
-87.0,-171.0,283.37082535698005
-87.0,-165.0,287.3746809150068
-87.0,-159.0,290.71214347059345
-87.0,-153.0,293.3466470855721
-87.0,-147.0,295.2493275870318
-87.0,-141.0,296.39933880923695
-87.0,-135.0,296.78408098858176
-87.0,-129.0,296.39933880923695
-87.0,-123.0,295.2493275870318
-87.0,-117.0,293.3466470855721
-87.0,-111.0,290.71214347059345
-87.0,-105.0,287.3746809150068
-87.0,-99.0,283.37082535698005
-87.0,-93.0,278.74444387586766
-87.0,-87.0,273.5462240753093
-87.0,-81.0,267.8331187392372
-87.0,-75.0,261.6677218452576
-87.0,-69.0,255.11758277193306
-87.0,-63.0,248.2544662136558
-87.0,-57.0,241.15356591163774
-87.0,-51.0,233.8926808155467
-87.0,-45.0,226.5513627019333
-87.0,-39.0,219.2100445883199
-87.0,-33.0,211.94915949222886
-87.0,-27.0,204.84825919021077
-87.0,-21.0,197.98514263193354
-87.0,-15.0,191.43500355860905
-87.0,-9.0,185.2696066646294
-87.0,-3.0,179.55650132855735
-87.0,3.0,174.3582815279989
-87.0,9.0,169.73190004688655
-87.0,15.0,165.7280444888598
-87.0,21.0,162.39058193327315
-87.0,27.0,159.75607831829447
-87.0,33.0,157.8533978168348
-87.0,39.0,156.70338659462965
-87.0,45.0,156.3186444152848
-87.0,51.0,156.70338659462965
-87.0,57.0,157.8533978168348
-87.0,63.0,159.75607831829444
-87.0,69.0,162.39058193327315
-87.0,75.0,165.72804448885984
-87.0,81.0,169.73190004688652
-87.0,87.0,174.3582815279989
-87.0,93.0,179.55650132855735
-87.0,99.0,185.2696066646294
-87.0,105.0,191.43500355860903
-87.0,111.0,197.98514263193354
-87.0,117.0,204.84825919021077
-87.0,123.0,211.9491594922288
-87.0,129.0,219.21004458831993
-87.0,135.0,226.5513627019333
-87.0,141.0,233.89268081554667
-87.0,147.0,241.15356591163774
-87.0,153.0,248.2544662136558
-87.0,159.0,255.11758277193303
-87.0,165.0,261.6677218452576
-87.0,171.0,267.83311873923714
-87.0,177.0,273.5462240753093
-81.0,-177.0,380.0766237656072
-81.0,-171.0,393.9050806053047
-81.0,-165.0,405.87278020003043
-81.0,-159.0,415.8486019286225
-81.0,-153.0,423.7232486006475
-81.0,-147.0,429.410443939291
-81.0,-141.0,432.8478778423006
-81.0,-135.0,433.9978890645057
-81.0,-129.0,432.8478778423006
-81.0,-123.0,429.410443939291
-81.0,-117.0,423.7232486006475
-81.0,-111.0,415.8486019286225
-81.0,-105.0,405.87278020003043
-81.0,-99.0,393.9050806053047
-81.0,-93.0,380.0766237656072
-81.0,-87.0,364.53891714786437
-81.0,-81.0,347.4621951172542
-81.0,-75.0,329.0335538138781
-81.0,-69.0,309.45490128829675
-81.0,-63.0,288.94074535467706
-81.0,-57.0,267.7158433982907
-81.0,-51.0,246.0127398865682
-81.0,-45.0,224.06921856325042
-81.0,-39.0,202.1256972399326
-81.0,-33.0,180.42259372821016
-81.0,-27.0,159.19769177182386
-81.0,-21.0,138.68353583820405
-81.0,-15.0,119.1048833126228
-81.0,-9.0,100.67624200924664
-81.0,-3.0,83.59951997863651
-81.0,3.0,68.06181336089367
-81.0,9.0,54.233356521196185
-81.0,15.0,42.265656926470406
-81.0,21.0,32.2898351978784
-81.0,27.0,24.41518852585338
-81.0,33.0,18.727993187209886
-81.0,39.0,15.290559284200283
-81.0,45.0,14.140548061995108
-81.0,51.0,15.290559284200283
-81.0,57.0,18.727993187209922
-81.0,63.0,24.415188525853345
-81.0,69.0,32.28983519787837
-81.0,75.0,42.26565692647044
-81.0,81.0,54.233356521196164
-81.0,87.0,68.06181336089364
-81.0,93.0,83.59951997863652
-81.0,99.0,100.67624200924658
-81.0,105.0,119.10488331262268
-81.0,111.0,138.6835358382041
-81.0,117.0,159.1976917718238
-81.0,123.0,180.42259372821005
-81.0,129.0,202.12569723993266
-81.0,135.0,224.0692185632504
-81.0,141.0,246.01273988656814
-81.0,147.0,267.7158433982907
-81.0,153.0,288.94074535467695
-81.0,159.0,309.4549012882967
-81.0,165.0,329.0335538138781
-81.0,171.0,347.46219511725417
-81.0,177.0,364.53891714786425
-75.0,-177.0,477.2446046292239
-75.0,-171.0,500.1236293605801
-75.0,-165.0,519.9240523708429
-75.0,-159.0,536.4289360820069
-75.0,-153.0,549.4574495342638
-75.0,-147.0,558.8668496078387
-75.0,-141.0,564.5540449464822
-75.0,-135.0,566.456725447942
-75.0,-129.0,564.5540449464822
-75.0,-123.0,558.8668496078387
-75.0,-117.0,549.4574495342638
-75.0,-111.0,536.4289360820069
-75.0,-105.0,519.9240523708429
-75.0,-99.0,500.1236293605801
-75.0,-93.0,477.2446046292239
-75.0,-87.0,451.5376455594747
-75.0,-81.0,423.2844029744278
-75.0,-75.0,392.79442531221605
-75.0,-69.0,360.40176714854454
-75.0,-63.0,326.4613292248542
-75.0,-57.0,291.34497008153005
-75.0,-51.0,255.43743189791692
-75.0,-45.0,219.13212517649012
-75.0,-39.0,182.82681845506318
-75.0,-33.0,146.91928027145013
-75.0,-27.0,111.80292112812602
-75.0,-21.0,77.86248320443558
-75.0,-15.0,45.46982504076424
-75.0,-9.0,14.979847378552419
-75.0,-3.0,0.0
-75.0,3.0,0.0
-75.0,9.0,0.0
-75.0,15.0,0.0
-75.0,21.0,0.0
-75.0,27.0,0.0
-75.0,33.0,0.0
-75.0,39.0,0.0
-75.0,45.0,0.0
-75.0,51.0,0.0
-75.0,57.0,0.0
-75.0,63.0,0.0
-75.0,69.0,0.0
-75.0,75.0,0.0
-75.0,81.0,0.0
-75.0,87.0,0.0
-75.0,93.0,0.0
-75.0,99.0,14.979847378552343
-75.0,105.0,45.469825040764015
-75.0,111.0,77.86248320443563
-75.0,117.0,111.80292112812593
-75.0,123.0,146.91928027144996
-75.0,129.0,182.82681845506323
-75.0,135.0,219.13212517649
-75.0,141.0,255.43743189791678
-75.0,147.0,291.34497008153005
-75.0,153.0,326.46132922485407
-75.0,159.0,360.40176714854437
-75.0,165.0,392.79442531221605
-75.0,171.0,423.2844029744277
-75.0,177.0,451.5376455594745
-69.0,-177.0,569.1837937346689
-69.0,-171.0,600.8627189749835
-69.0,-165.0,628.2789278227781
-69.0,-159.0,651.1320425567056
-69.0,-153.0,669.1716796694197
-69.0,-147.0,682.2001931216765
-69.0,-141.0,690.0748397937016
-69.0,-135.0,692.7093434086803
-69.0,-129.0,690.0748397937016
-69.0,-123.0,682.2001931216765
-69.0,-117.0,669.1716796694197
-69.0,-111.0,651.1320425567056
-69.0,-105.0,628.2789278227781
-69.0,-99.0,600.8627189749835
-69.0,-93.0,569.1837937346689
-69.0,-87.0,533.5892330360086
-69.0,-81.0,494.4690183346578
-69.0,-75.0,452.25175888931557
-69.0,-69.0,407.39999582899463
-69.0,-63.0,360.40513445561874
-69.0,-57.0,311.7820603047017
-69.0,-51.0,262.06349795167307
-69.0,-45.0,211.79417436995092
-69.0,-39.0,161.52485078822866
-69.0,-33.0,111.80628843520013
-69.0,-27.0,63.183214284283025
-69.0,-21.0,16.188352910907085
-69.0,-15.0,0.0
-69.0,-9.0,0.0
-69.0,-3.0,0.0
-69.0,3.0,0.0
-69.0,9.0,0.0
-69.0,15.0,0.0
-69.0,21.0,0.0
-69.0,27.0,0.0
-69.0,33.0,0.0
-69.0,39.0,0.0
-69.0,45.0,0.0
-69.0,51.0,0.0
-69.0,57.0,0.0
-69.0,63.0,0.0
-69.0,69.0,0.0
-69.0,75.0,0.0
-69.0,81.0,0.0
-69.0,87.0,0.0
-69.0,93.0,0.0
-69.0,99.0,0.0
-69.0,105.0,0.0
-69.0,111.0,16.18835291090716
-69.0,117.0,63.18321428428291
-69.0,123.0,111.80628843519992
-69.0,129.0,161.52485078822875
-69.0,135.0,211.7941743699508
-69.0,141.0,262.06349795167284
-69.0,147.0,311.78206030470164
-69.0,153.0,360.4051344556187
-69.0,159.0,407.3999958289944
-69.0,165.0,452.25175888931557
-69.0,171.0,494.4690183346576
-69.0,177.0,533.5892330360084
-63.0,-177.0,654.8868860865905
-63.0,-171.0,695.0186309016891
-63.0,-165.0,729.7502478656684
-63.0,-159.0,758.7012101150128
-63.0,-153.0,781.5543248489406
-63.0,-147.0,798.0592085601046
-63.0,-141.0,808.0350302886967
-63.0,-135.0,811.3724928442833
-63.0,-129.0,808.0350302886967
-63.0,-123.0,798.0592085601046
-63.0,-117.0,781.5543248489406
-63.0,-111.0,758.7012101150128
-63.0,-105.0,729.7502478656684
-63.0,-99.0,695.0186309016891
-63.0,-93.0,654.8868860865905
-63.0,-87.0,609.7947052146743
-63.0,-81.0,560.2361276557187
-63.0,-75.0,506.7541275562589
-63.0,-69.0,449.9346649012121
-63.0,-63.0,390.40026561366454
-63.0,-57.0,328.8032010305843
-63.0,-51.0,265.81834148155804
-63.0,-45.0,202.1357622682342
-63.0,-39.0,138.45318305491028
-63.0,-33.0,75.46832350588409
-63.0,-27.0,13.871258922803884
-63.0,-21.0,0.0
-63.0,-15.0,0.0
-63.0,-9.0,0.0
-63.0,-3.0,0.0
-63.0,3.0,0.0
-63.0,9.0,0.0
-63.0,15.0,0.0
-63.0,21.0,0.0
-63.0,27.0,0.0
-63.0,33.0,0.0
-63.0,39.0,0.0
-63.0,45.0,0.0
-63.0,51.0,0.0
-63.0,57.0,0.0
-63.0,63.0,0.0
-63.0,69.0,0.0
-63.0,75.0,0.0
-63.0,81.0,0.0
-63.0,87.0,0.0
-63.0,93.0,0.0
-63.0,99.0,0.0
-63.0,105.0,0.0
-63.0,111.0,0.0
-63.0,117.0,13.871258922803733
-63.0,123.0,75.4683235058838
-63.0,129.0,138.4531830549104
-63.0,135.0,202.13576226823406
-63.0,141.0,265.8183414815577
-63.0,147.0,328.8032010305843
-63.0,153.0,390.4002656136644
-63.0,159.0,449.9346649012119
-63.0,165.0,506.7541275562589
-63.0,171.0,560.2361276557186
-63.0,177.0,609.7947052146741
-57.0,-177.0,733.4149006706562
-57.0,-171.0,781.5597732662372
-57.0,-165.0,823.2262714828857
-57.0,-159.0,857.957888446865
-57.0,-153.0,885.3740972946596
-57.0,-147.0,905.1745203049225
-57.0,-141.0,917.1422198996482
-57.0,-135.0,921.1460754576749
-57.0,-129.0,917.1422198996482
-57.0,-123.0,905.1745203049225
-57.0,-117.0,885.3740972946596
-57.0,-111.0,857.957888446865
-57.0,-105.0,823.2262714828857
-57.0,-99.0,781.5597732662372
-57.0,-93.0,733.4149006706562
-57.0,-87.0,679.3191389952623
-57.0,-81.0,619.865172725237
-57.0,-75.0,555.7043919565771
-57.0,-69.0,487.53975562989024
-57.0,-63.0,416.11808976513925
-57.0,-57.0,342.2219050794826
-57.0,-51.0,266.66082363610695
-57.0,-45.0,190.26270845547907
-57.0,-39.0,113.86459327485106
-57.0,-33.0,38.303511831475575
-57.0,-27.0,0.0
-57.0,-21.0,0.0
-57.0,-15.0,0.0
-57.0,-9.0,0.0
-57.0,-3.0,0.0
-57.0,3.0,0.0
-57.0,9.0,0.0
-57.0,15.0,0.0
-57.0,21.0,0.0
-57.0,27.0,0.0
-57.0,33.0,0.0
-57.0,39.0,0.0
-57.0,45.0,0.0
-57.0,51.0,0.0
-57.0,57.0,0.0
-57.0,63.0,0.0
-57.0,69.0,0.0
-57.0,75.0,0.0
-57.0,81.0,0.0
-57.0,87.0,0.0
-57.0,93.0,0.0
-57.0,99.0,0.0
-57.0,105.0,0.0
-57.0,111.0,0.0
-57.0,117.0,0.0
-57.0,123.0,38.303511831475234
-57.0,129.0,113.86459327485119
-57.0,135.0,190.2627084554789
-57.0,141.0,266.6608236361066
-57.0,147.0,342.22190507948255
-57.0,153.0,416.1180897651391
-57.0,159.0,487.53975562988995
-57.0,165.0,555.7043919565771
-57.0,171.0,619.8651727252368
-57.0,177.0,679.319138995262
-51.0,-177.0,803.9074681260392
-51.0,-171.0,859.5379832029831
-51.0,-165.0,907.6828557985642
-51.0,-159.0,947.8146006136627
-51.0,-153.0,979.4935258539771
-51.0,-147.0,1002.3725505853336
-51.0,-141.0,1016.201007425031
-51.0,-135.0,1020.8273889061433
-51.0,-129.0,1016.201007425031
-51.0,-123.0,1002.3725505853336
-51.0,-117.0,979.4935258539771
-51.0,-111.0,947.8146006136627
-51.0,-105.0,907.6828557985642
-51.0,-99.0,859.5379832029831
-51.0,-93.0,803.9074681260392
-51.0,-87.0,741.4008101323492
-51.0,-81.0,672.7028452472508
-51.0,-75.0,598.5662427499989
