2.877386222523498986e+02,2.877392230587274184e+02,2.877401014226416578e+02,2.877411962575624784e+02,2.877424326892470958e+02,2.877437271541034534e+02,2.877449927909065082e+02,2.877461450032142238e+02,2.877471068187209084e+02,2.877478135629547751e+02,2.877482172089145251e+02,2.877482897117955645e+02,2.877480254081637554e+02,2.877474413456461093e+02,2.877465759783797239e+02,2.877454868263033632e+02,2.877442469471717459e+02,2.877429406913757930e+02,2.877416582057288110e+02,2.877404887949761019e+02,2.877395142479313677e+02,2.877388025551517217e+02,2.877384028239857230e+02,2.877383418228938012e+02
2.877388677652916158e+02,2.877394481929000563e+02,2.877402967029864271e+02,2.877413542855614992e+02,2.877425486150176539e+02,2.877437989746342737e+02,2.877450214642126980e+02,2.877461343725417464e+02,2.877470633536798914e+02,2.877477459409443554e+02,2.877481357482161002e+02,2.877482056909080370e+02,2.877479503034095387e+02,2.877473860572872013e+02,2.877465501011137121e+02,2.877454979996514339e+02,2.877443003259876377e+02,2.877430385607276548e+02,2.877417997822662414e+02,2.877406702535274690e+02,2.877397289749573019e+02,2.877390416160984046e+02,2.877386556042867483e+02,2.877385967875225106e+02
2.877391048517271201e+02,2.877396655958368115e+02,2.877404852569156333e+02,2.877415068316677775e+02,2.877426604579449076e+02,2.877438681712142170e+02,2.877450489342540436e+02,2.877461238259853644e+02,2.877470210407422542e+02,2.877476802477976321e+02,2.877480566491734635e+02,2.877481240905089521e+02,2.877478772993521261e+02,2.877473321920932108e+02,2.877465246565353709e+02,2.877455083681800261e+02,2.877443514984086619e+02,2.877431327532372052e+02,2.877419362439239876e+02,2.877408452915411772e+02,2.877399361993960838e+02,2.877392723915176020e+02,2.877388996693474610e+02,2.877388429893254624e+02
2.877393337733835779e+02,2.877398755050596719e+02,2.877406672894261987e+02,2.877416540622854768e+02,2.877427683424147631e+02,2.877439348256362450e+02,2.877450752425295377e+02,2.877461133697572109e+02,2.877469798582074532e+02,2.877476164431570851e+02,2.877479798632940629e+02,2.877480448650552489e+02,2.877478063642867028e+02,2.877472797421535233e+02,2.877464996688897259e+02,2.877455179945010286e+02,2.877444005690543349e+02,2.877432234163300677e+02,2.877420677787969794e+02,2.877410141328284112e+02,2.877401361733316776e+02,2.877394951523481836e+02,2.877391352982334070e+02,2.877390807042157235e+02
2.877395548010780999e+02,2.877400781680782416e+02,2.877408430163820867e+02,2.877417961554873500e+02,2.877428724051502513e+02,2.877439990325199233e+02,2.877451004436405242e+02,2.877461030232136068e+02,2.877469397973230230e+02,2.877475544991917786e+02,2.877479053539937013e+02,2.877479679801401744e+02,2.877477374767739207e+02,2.877472287089142924e+02,2.877464751708957920e+02,2.877455269489037732e+02,2.877444476495648473e+02,2.877433107039781248e+02,2.877421945812651529e+02,2.877411770074539845e+02,2.877403291553014810e+02,2.877397101763996830e+02,2.877393627774879974e+02,2.877393102163407548e+02
2.877397700501505255e+02,2.877402756778043340e+02,2.877410144999414570e+02,2.877419351364838462e+02,2.877429746307496998e+02,2.877440627349408828e+02,2.877451264410280487e+02,2.877460946547098501e+02,2.877469026982592482e+02,2.877474962366856630e+02,2.877478349327849401e+02,2.877478952487610968e+02,2.877476724619596098e+02,2.877471809395200353e+02,2.877464530400777676e+02,2.877455371456442208e+02,2.877444946948187976e+02,2.877433966128220959e+02,2.877423186880039339e+02,2.877413359876254617e+02,2.877405172460638028e+02,2.877399195840063157e+02,2.877395842366886427e+02,2.877395336535630577e+02
2.877399972760137530e+02,2.877404857682196848e+02,2.877411994443105527e+02,2.877420886734271335e+02,2.877430926475007595e+02,2.877441435202150046e+02,2.877451707826893426e+02,2.877461057772167123e+02,2.877468860455995809e+02,2.877474591203859404e+02,2.877477860544757391e+02,2.877478441263709215e+02,2.877476287864920437e+02,2.877471539216171550e+02,2.877464507934828930e+02,2.877455661376108083e+02,2.877445592975849991e+02,2.877434987768482415e+02,2.877424577727234123e+02,2.877415087825291380e+02,2.877407181835583856e+02,2.877401411331317149e+02,2.877398174437052489e+02,2.877397687828711241e+02
2.877402902659347887e+02,2.877407622063420263e+02,2.877414515878369343e+02,2.877423104695635629e+02,2.877432801195217280e+02,2.877442950119583998e+02,2.877452870530934774e+02,2.877461899400386187e+02,2.877469433598223532e+02,2.877474966502244342e+02,2.877478122081253105e+02,2.877478681015801953e+02,2.877476599489982050e+02,2.877472011736483637e+02,2.877465219778496817e+02,2.877456675064308342e+02,2.877446950786351181e+02,2.877436708575756370e+02,2.877426655364945987e+02,2.877417491288501878e+02,2.877409857336629670e+02,2.877404286103881645e+02,2.877401161959903106e+02,2.877400694019294178e+02
2.877407388327204103e+02,2.877411947858583972e+02,2.877418606966309653e+02,2.877426902568849414e+02,2.877436267404811474e+02,2.877446068639106329e+02,2.877455648671355561e+02,2.877464367229175082e+02,2.877471641915633995e+02,2.877476983557376116e+02,2.877480029116087508e+02,2.877480566908447486e+02,2.877478554748640818e+02,2.877474122396877192e+02,2.877467561644566558e+02,2.877459308572902046e+02,2.877449916814944118e+02,2.877440025387022615e+02,2.877430317022621580e+02,2.877421467851331727e+02,2.877414096843929201e+02,2.877408718250782158e+02,2.877405703144757467e+02,2.877405253328540766e+02
2.877414479438531885e+02,2.877418884559792218e+02,2.877425316932653914e+02,2.877433329248119094e+02,2.877442373624043626e+02,2.877451838889938927e+02,2.877461089995611587e+02,2.877469508659105486e+02,2.877476532520037722e+02,2.877481689269868070e+02,2.877484628430567000e+02,2.877485145703756189e+02,2.877483200485345947e+02,2.877478918220240303e+02,2.877472580818621282e+02,2.877464609516929386e+02,2.877455539050814650e+02,2.877445986584941124e+02,2.877436611468689307e+02,2.877428066633523827e+02,2.877420949769591516e+02,2.877415757397163816e+02,2.877412847735725450e+02,2.877412415517393924e+02
